fun_name,train_rmse,test_rmse,train_r2,test_r2
fun1,2.2378306398382355,2.2874510646334207,0.5129198233286539,0.49416333039601645
fun2,2.232715129852295,2.174689531326294,0.5344037413597107,0.5220322608947754
fun3,2.07826860473266,2.1209926269997137,0.5831886807559048,0.5682748158818511
